Customer Type,Comments,Identified_Language,Translated_Language,Response,Categorisation,Sentiment,Sector,Flight No,Flight Date,Cabin Class,Seat No,Aircraft Version,Tail No,FFP Member,Gender,Age,Country,sentiment,sentiment_score,keywords,keywords_label,keywords_relevance,emotion_anger,emotion_disgust,emotion_fear,emotion_joy,emotion_sadness,concepts_text,concepts_relevance
Detractor,Bkg Site: Improve Comments,en,the website always seems to take a long time and it is hard to find schedules,the website always seems to take a long time and it is hard to find schedules,Takes time to load,Negative,SIN-MRU,NK0647,13/04/2019,ECONOMY,015F,332,3BNBL,YES,Male,45-54,Australia,negative,-0.892445,long time,negative,0.986622,0.101284,0.060528,0.148884,0.107225,0.652378,,
Promoter,Bkg Site: Appreciate Comments,en,the site used to crash in the middle of a transaction. site loads faster. but website performance can still be improved. i would expect all pages to load in less than 4 seconds.,the site used to crash in the middle of a transaction. site loads faster. but website performance can still be improved. i would expect all pages to load in less than 4 seconds.,Update,Negative,MRU-SIN,NK0646,12/04/2019,ECONOMY,026G,332,3BNBL,YES,Male,35-44,Mauritius,positive,0.354404,website performance,positive,0.872573,0.240618,0.084192,0.049356,0.066643,0.57882,Website,0.886784
Promoter,Bkg Site: Appreciate Comments,en,Good attitude towards passengers ,Good attitude towards passengers ,Staff service,Positive,MRU-JNB,NK0851,12/04/2019,ECONOMY,005F,319,3BNBF,NO,Male,45-54,Mauritius,positive,0.711558,Good attitude,positive,0.999749,0.064221,0.034367,0.019093,0.724333,0.09213,,
Detractor,Bkg Site: Appreciate Comments,en,Try to avoid cancellation or postponing flights.,Try to avoid cancellation or postponing flights.,Other,Negative,MRU-LHR,NK4042,12/04/2019,ECONOMY,016B,343C,3BNAU,NO,Female,55-64,Mauritius,negative,-0.797821,cancellation,negative,0.716157,0.191413,0.144564,0.146806,0.009535,0.490054,,
Promoter,Bkg Site: Appreciate Comments,fr,Ease of use,Facilité d'utilisation,User-friendly / speedy,Positive,CDG-MRU,NK0045,12/04/2019,BUSINESS,007E,359C,3BNBP,NO,Female,45-54,Mauritius,neutral,0,Ease of use,neutral,0.5,0.088924,0.057955,0.096176,0.389608,0.084218,,
Passive,Bkg Site: Improve Comments,en,Your waiting time to get réservation when you are abroad it take 15 mins phone call to get some body which is a huge expenses for a person ,Your waiting time to get réservation when you are abroad it take 15 mins phone call to get some body which is a huge expenses for a person ,Poor communication,Negative,RUN-MRU,NK0239,12/04/2019,ECONOMY,001A,319,3BNBH,NO,Male,55-64,Mauritius,negative,-0.51687,waiting time,negative,0.998517,0.351307,0.214463,0.282237,0.088132,0.38559,Telephone,0.9044
Passive,Bkg Site: Improve Comments,fr,Unable to choose the seat number although I am a Kestrelflyer member,Impossibilité de choisir son numéro de siège bien que je suis membre Kestrelflyer,Seat Reservation,Negative,RUN-MRU,NK0239,11/04/2019,ECONOMY,010E,319,3BNBF,NO,Male,55-64,Reunion,neutral,0,seat number,neutral,0.720104,0.093594,0.046862,0.074909,0.008431,0.633132,,
Detractor,Bkg Site: Appreciate Comments,en,Ease of use,Ease of use,User-friendly / speedy,Positive,SIN-MRU,NK0647,11/04/2019,ECONOMY,017A,332,3BNBL,NO,Male,55-64,Thailand,neutral,0,Ease of use,neutral,0.5,0.088924,0.057955,0.096176,0.389608,0.084218,,
Promoter,Bkg Site: Appreciate Comments,fr,Ease of navigation ,Facilité de navigation ,User-friendly / speedy,Positive,MRU-RRG,NK0130,10/04/2019,ECONOMY,016D,AT7,3BNBN,NO,Male,65-75,France,neutral,0,Ease of navigation,neutral,0.5,0.083449,0.050909,0.130801,0.40333,0.11042,,
Detractor,Bkg Site: Improve Comments,en,Sell those old planes and Learn from other airlines,Sell those old planes and Learn from other airlines,Other,Negative,MRU-CDG,NK0034,10/04/2019,ECONOMY,014C,343C,3BNBD,YES,Male,26-34,,neutral,0,old planes,neutral,0.97218,0.147424,0.142194,0.180774,0.216803,0.331934,,
Promoter,Bkg Site: Appreciate Comments,fr,Simplicity,la simplicité,User-friendly / speedy,Positive,ZSE-MRU,NK0227,10/04/2019,ECONOMY,014F,AT7,3BNBG,NO,Male,45-54,Reunion,positive,0.993181,Simplicity,positive,0.997527,0.0,0.0,0.0,0.0,0.0,,
Passive,Bkg Site: Improve Comments,en,You charged R1500 to change my surname where there was an obvious mistake on my part. Instead of Gooderson it came out as Gooderfson. While my wife name was typed in correctly.,You charged R1500 to change my surname where there was an obvious mistake on my part. Instead of Gooderson it came out as Gooderfson. While my wife name was typed in correctly.,Poor customer service,Negative,MRU-DUR,NK0845,10/04/2019,BUSINESS,003F,319,3BNBF,NO,Male,76 & over,South Africa,negative,-0.805778,R1500,negative,0.884494,0.428788,0.081446,0.047935,0.037569,0.599162,2009 singles,0.854022
Passive,Bkg Site: Appreciate Comments,en,Offer student rates/ discounts from kenya to Mauritius. And increase the baggage allowance. ,Offer student rates/ discounts from kenya to Mauritius. And increase the baggage allowance. ,Other,Positive,MRU-NBO,NK0534,09/04/2019,ECONOMY,018E,319,3BNBF,NO,Female,18-21,Kenya,positive,0.72374,student rates,neutral,0.971742,0.088728,0.186872,0.037346,0.13373,0.10998,Lingua franca,0.860234
Promoter,Bkg Site: Appreciate Comments,en,Tickets were delivered very quickly.,Tickets were delivered very quickly.,User-friendly / speedy,Positive,RUN-MRU,NK0249,09/04/2019,ECONOMY,003A,AT7,3BNBG,NO,Female,35-44,Austria,neutral,0,Tickets,neutral,0.980057,0.113238,0.027275,0.032715,0.051161,0.136623,,
Detractor,Bkg Site: Appreciate Comments,en,I expect nothing more since Im satisfied ,I expect nothing more since Im satisfied ,Good service,Positive,MRU-RRG,NK0140,09/04/2019,ECONOMY,003C,AT7,3BNBG,NO,Male,55-64,Mauritius,negative,-0.72496,,,,0.444197,0.133375,0.003064,0.493298,0.032611,,
Detractor,Bkg Site: Improve Comments,en,The interface is outdated and poorly designed. Difficult to use. Multi city booking doesnt work.,The interface is outdated and poorly designed. Difficult to use. Multi city booking doesnt work.,Terrible website,Negative,KUL-MRU,NK0647,09/04/2019,ECONOMY,008A,343C,3BNBD,NO,Male,26-34,Australia,negative,-0.980476,Multi city booking doesn,neutral,0.991824,0.124858,0.09791,0.164703,0.055013,0.693744,,
Promoter,Bkg Site: Appreciate Comments,fr,Simplicity ,La simplicité ,User-friendly / speedy,Positive,CDG-MRU,NK0045,09/04/2019,ECONOMY,038J,359C,3BNBP,NO,Male,55-64,France,positive,0.993181,Simplicity,positive,0.997527,0.0,0.0,0.0,0.0,0.0,,
Promoter,Bkg Site: Appreciate Comments,en,The speed and ease of use,The speed and ease of use,User-friendly / speedy,Positive,MRU-CPT,NK0843,09/04/2019,ECONOMY,014G,343C,3BNBE,NO,Male,45-54,Mauritius,neutral,0,ease of use,neutral,0.97332,0.106424,0.051998,0.062858,0.249648,0.088229,University of Louisville,0.847814
Passive,Bkg Site: Appreciate Comments,en,Easy to use ,Easy to use ,User-friendly / speedy,Positive,JNB-MRU,NK0852,19/04/2019,ECONOMY,019C,359C,3BNBP,NO,Female,35-44,South Africa,positive,0.658745,,,,0.03352,0.01883,0.054974,0.512604,0.03766,,
Detractor,Bkg Site: Appreciate Comments,fr,Inserting a ticket number for claim miles for a free ticket is a joke!,Insertion d'un ticket number pour claim des miles pour un free ticket est une plaisanterie !,other,Negative,MRU-JNB,NK0851,19/04/2019,ECONOMY,014A,359C,3BNBP,NO,Male,35-44,Mauritius,negative,-0.884133,ticket number,negative,0.97422,0.130365,0.192804,0.053042,0.048223,0.201897,Marcus Miller,0.868882
Promoter,Bkg Site: Appreciate Comments,fr,Very well constructed ,Très bien construit ,User-friendly / speedy,Positive,RUN-MRU,NK0219,18/04/2019,ECONOMY,004E,343C,3BNBD,NO,Male,55-64,Reunion,positive,0.954277,,,,0.051187,0.044314,0.082646,0.401975,0.122337,,
Detractor,Bkg Site: Appreciate Comments,fr,Respond to the claim made and propose compensation ,Répondre à la réclamation faite et proposer une compensation ,Other,Negative,RUN-MRU,NK0219,18/04/2019,ECONOMY,004H,343C,3BNBD,NO,Female,65-75,France,neutral,0,claim,neutral,0.788983,0.247955,0.041936,0.031606,0.043446,0.24099,,
Passive,Bkg Site: Improve Comments,en,Seat selection was unsuccessful in initial attempt. ,Seat selection was unsuccessful in initial attempt. ,Seat Reservation,Negative,JNB-MRU,NK0852,18/04/2019,ECONOMY,031B,359C,3BNBQ,NO,Female,26-34,Malta,negative,-0.67621,initial attempt,negative,0.99075,0.056337,0.147308,0.063758,0.064469,0.285502,,
Promoter,Bkg Site: Appreciate Comments,en,I would like one to try the business class may be one day for now it is too expensive for me anyway thanks ,I would like one to try the business class may be one day for now it is too expensive for me anyway thanks ,Other,,MRU-MAA,NK0746,18/04/2019,ECONOMY,,332,3BNBL,NO,Male,35-44,Mauritius,positive,0.809482,business class,positive,0.995401,0.252621,0.098725,0.24115,0.142447,0.402957,Economics,0.86068
Promoter,Bkg Site: Appreciate Comments,fr,Reservation Facilitates ,Facilite de réservation ,Seat Reservation,Positive,RUN-MRU,NK0219,18/04/2019,ECONOMY,024E,343C,3BNBD,NO,Female,35-44,France,neutral,0,Reservation,neutral,0.980057,0.079771,0.008942,0.013276,0.111569,0.145952,,
Passive,Bkg Site: Appreciate Comments,fr,Accessibility and rapidity,L'accessibilitè et la rapiditè,User-friendly / speedy,Positive,RUN-MRU,NK0219,17/04/2019,ECONOMY,019H,343C,3BNAU,NO,Female,35-44,France,neutral,0,Accessibility,neutral,0.980057,0.088473,0.074744,0.091248,0.179551,0.148831,,
Passive,Bkg Site: Appreciate Comments,en,Ease of booking ,Ease of booking ,User-friendly / speedy,Positive,JNB-MRU,NK0852,17/04/2019,ECONOMY,012G,343C,3BNBE,NO,Male,35-44,South Africa,positive,0.590285,Ease of booking,positive,0.5,0.065309,0.031767,0.091783,0.587909,0.106407,,
Passive,Bkg Site: Appreciate Comments,pt,Ras,Ras,Other,Neutral,MRU-CDG,NK0034,17/04/2019,ECONOMY,029H,343C,3BNBE,NO,Male,65-75,France,neutral,0,Ras,neutral,0.5,0.0,0.0,0.0,0.0,0.0,,
Passive,Bkg Site: Appreciate Comments,en,option and flow,option and flow,User-friendly / speedy,Positive,MRU-DEL,NK0744,17/04/2019,ECONOMY,039G,343C,3BNAU,YES,Male,45-54,India,neutral,0,option,neutral,0.980057,0.011826,0.027731,0.083243,0.581471,0.022321,,
Detractor,Bkg Site: Appreciate Comments,en,User friendly ,User friendly ,User-friendly / speedy,Positive,MRU-JNB,NK0851,17/04/2019,ECONOMY,033B,343C,3BNBE,NO,Male,35-44,Mauritius,positive,0.694932,User,positive,0.980057,0.078236,0.004001,0.073373,0.468522,0.14726,,
Promoter,Bkg Site: Improve Comments,fr,Unable to reserve seats ,Impossible de réserver les sièges ,Seat Reservation,Negative,MRU-CDG,NK0036,17/04/2019,ECONOMY,030H,359C,3BNBP,YES,Male,55-64,France,negative,-0.731754,seats,negative,0.765931,0.128302,0.038291,0.039412,0.022527,0.700436,,
Detractor,Bkg Site: Improve Comments,en,When I purchased my tickets It included 30 kgs of luggage allowance. 6 months later on the 16/03/19 you introduced the changes of luggage allowance being 23 kgs instead of 30kgs. I was advised by Air Mauritius that it wouldn't affect me because I purchased my tickets well prior to the changes. I was so surprised when I was told by your staff at the desk of Air Mauritius in Perth upon check in that I wasn't allowed more than 32 kgs.,When I purchased my tickets It included 30 kgs of luggage allowance. 6 months later on the 16/03/19 you introduced the changes of luggage allowance being 23 kgs instead of 30kgs. I was advised by Air Mauritius that it wouldn't affect me because I purchased my tickets well prior to the changes. I was so surprised when I was told by your staff at the desk of Air Mauritius in Perth upon check in that I wasn't allowed more than 32 kgs.,Baggage information,Negative,PER-MRU,NK0441,17/04/2019,ECONOMY,016H,332,3BNBL,NO,Female,65-75,Australia,negative,-0.455463,Air Mauritius,negative,0.92665,0.042607,0.077201,0.027867,0.030742,0.065097,,
Promoter,Bkg Site: Appreciate Comments,fr,Nothing is changed,Il faut rien changéje,Good service,Positive,CDG-MRU,NK0045,16/04/2019,ECONOMY,,359C,3BNBP,NO,Female,55-64,Switzerland,neutral,0,,,,0.088473,0.074744,0.091248,0.179551,0.148831,,
Detractor,Bkg Site: Appreciate Comments,en,The ticketing office is fine,The ticketing office is fine,Compliment,Positive,MRU-CPT,NK0843,16/04/2019,ECONOMY,027E,343C,3BNBD,NO,Male,35-44,Mauritius,neutral,0,ticketing office,neutral,0.5,0.03087,0.030409,0.040419,0.431974,0.048229,,
Passive,Bkg Site: Appreciate Comments,en,Inform in case of standby ticket and reason. Ticket was booked quite early and I could not checkin online nor choose a seat,Inform in case of standby ticket and reason. Ticket was booked quite early and I could not checkin online nor choose a seat,Seat Reservation,Negative,MRU-JNB,NK0851,09/05/2019,ECONOMY,024C,343C,3BNBE,NO,Male,35-44,Mauritius,negative,-0.951298,case of standby ticket,neutral,0.995916,0.085881,0.058416,0.044331,0.144585,0.320746,Logic,0.833298
Passive,Bkg Site: Appreciate Comments,en,Choosing my seat,Choosing my seat,ASR,Positive,MRU-RRG,NK0140,08/05/2019,ECONOMY,015A,AT7,3BNBN,YES,Male,55-64,Mauritius,neutral,0,seat,neutral,0.891414,0.023962,0.034665,0.029755,0.11163,0.199591,,
Detractor,Bkg Site: Appreciate Comments,en,Nothing,Nothing,None,Neutral,RRG-MRU,NK0121,08/05/2019,ECONOMY,015F,AT7,3BNBO,NO,Male,35-44,Mauritius,negative,-0.786487,,,,0.0,0.0,0.0,0.0,0.916667,,
Promoter,Bkg Site: Appreciate Comments,en,Keep up the good work!,Keep up the good work!,Good service,Positive,MRU-JNB,NK0851,07/05/2019,ECONOMY,038J,359C,3BNBP,NO,Male,26-34,South Africa,positive,0.934792,good work,positive,0.999967,0.060177,0.02981,0.042869,0.758713,0.074536,Form of the Good,0.91136
Promoter,Bkg Site: Appreciate Comments,en,Ease to make booking and select days to travel to get lower priced airfare,Ease to make booking and select days to travel to get lower priced airfare,Pricing,Positive,PER-MRU,NK0441,12/05/2019,ECONOMY,024D,332,3BNBL,NO,Male,65-75,Australia,neutral,0,Ease,neutral,0.827545,0.075417,0.168743,0.057287,0.362663,0.241616,,
Passive,Bkg Site: Appreciate Comments,en,The website improved a lot over the years,The website improved a lot over the years,Website,Positive,MRU-CPT,NK0843,12/05/2019,ECONOMY,025B,343C,3BNBE,NO,Male,35-44,Mauritius,neutral,0,website,neutral,0.937512,0.037349,0.015952,0.043208,0.604541,0.245196,,
Promoter,Bkg Site: Appreciate Comments,en,Easy. no problems.,Easy. no problems.,Good service,Positive,MRU-LHR,NK0042,09/05/2019,ECONOMY,045A,339,3BNBU,NO,Male,55-64,Mauritius,positive,0.7802,problems,neutral,0.952574,0.088473,0.074744,0.091248,0.179551,0.148831,,
Promoter,Bkg Site: Appreciate Comments,fr,Usability Usability,Convivialité facilité dutilisation,,Positive,RUN-MRU,NK0239,08/05/2019,ECONOMY,001A,339,3BNBU,NO,Male,55-64,Reunion,positive,0.994753,Usability Usability,positive,0.5,0.090723,0.077654,0.087573,0.185315,0.144548,,
Passive,Bkg Site: Appreciate Comments,en,If possible Port Louis ticket centre could be operational late night like Ebene one,If possible Port Louis ticket centre could be operational late night like Ebene one,other,Neutral,MRU-SIN,NK0646,08/05/2019,ECONOMY,,339,3BNBU,NO,Male,26-34,Mauritius,neutral,0,possible Port Louis ticket centre,neutral,0.99811,0.116836,0.056634,0.134846,0.244742,0.256584,,
Detractor,Bkg Site: Appreciate Comments,en,Nothing,Nothing,None,Neutral,RRG-MRU,NK0121,08/05/2019,ECONOMY,015F,AT7,3BNBO,NO,Male,35-44,Mauritius,negative,-0.786487,,,,0.0,0.0,0.0,0.0,0.916667,,
Promoter,Bkg Site: Appreciate Comments,en,Keep up the good work!,Keep up the good work!,Good service,Positive,MRU-JNB,NK0851,07/05/2019,ECONOMY,038J,359C,3BNBP,NO,Male,26-34,South Africa,positive,0.934792,good work,positive,0.999967,0.060177,0.02981,0.042869,0.758713,0.074536,Form of the Good,0.91136
Detractor,Bkg Site: Improve Comments,en,I was tricked into purchasing the ticket earlier as the price increased when I check. I checked after I purchase and the price went down again. I understand that it might be price discriminations etc but still I felt like I got scammed and its not a good feeling to be honest.,I was tricked into purchasing the ticket earlier as the price increased when I check. I checked after I purchase and the price went down again. I understand that it might be price discriminations etc but still I felt like I got scammed and its not a good feeling to be honest.,Pricing,Negative,SIN-MRU,NK0647,09/05/2019,BUSINESS,005J,339,3BNBU,NO,Female,26-34,Singapore,negative,-0.875059,price discriminations,negative,0.746639,0.067588,0.018864,0.228158,0.022045,0.614406,Purchasing,0.91136
Detractor,Bkg Site: Improve Comments,en,You need a more modern website with better UX and UI. ,You need a more modern website with better UX and UI. ,Website,Negative,MRU-CPT,NK0843,07/05/2019,ECONOMY,018G,343C,3BNBE,NO,Male,35-44,South Africa,positive,0.692533,modern website,positive,0.968577,0.037352,0.024261,0.071883,0.137033,0.339577,,
Promoter,Bkg Site: Appreciate Comments,en,Clarity of flights available ,Clarity of flights available ,Clarity of flights,Positive,LHR-MRU,NK0053,18/05/2019,BUSINESS,006E,343C,3BNBE,NO,Male,55-64,United Kingdom,neutral,0,Clarity of flights,neutral,0.5,0.174836,0.015654,0.037617,0.030864,0.109545,,
Promoter,Bkg Site: Appreciate Comments,fr,Ease of use,Facilité d'utilisation,Ease of use,Positive,MRU-CDG,NK0034,16/05/2019,ECONOMY,032D,359C,3BNBQ,NO,Female,55-64,France,neutral,0,Ease of use,neutral,0.5,0.088924,0.057955,0.096176,0.389608,0.084218,,
Promoter,Bkg Site: Appreciate Comments,en,Everything is very good. I have no comments.,Everything is very good. I have no comments.,Good service,Positive,MRU-BLR,NK0746,16/05/2019,ECONOMY,028G,332,3BNBL,NO,Male,45-54,India,positive,0.706462,comments,negative,0.82613,0.031581,0.006187,0.20692,0.697903,0.063108,,
Promoter,Bkg Site: Appreciate Comments,fr,To be more staff at the Ebene office,Mattre plus de personnel au bureau d'Ebene,Other,Neutral,MRU-BOM,NK0748,16/05/2019,ECONOMY,019E,343C,3BNAU,NO,Male,45-54,Mauritius,neutral,0,Ebene office,neutral,0.925806,0.113599,0.124952,0.079899,0.07334,0.12234,,
